,treino,previsto,MAPE,MSE,AE
gamma1,[0.03679243409125621],[0.036797814071178436],0.00014622516979666367,2.894418396356022e-11,5.3799799222264966e-06
gamma2,[0.16929218901354948],[0.169308602809906],9.695542630862597e-05,2.694127108336104e-10,1.6413796356529176e-05
gamma3,[0.9969758715015804],[0.9969924688339233],1.6647677057560287e-05,2.7547144090193684e-10,1.659733234293803e-05
gamma4,[0.7468020404306424],[0.7467523813247681],6.649567513989805e-05,2.4660267962338453e-09,4.965910587428901e-05
JXX,[0.23428295333990445],[0.23427492380142212],3.4272824240376126e-05,6.447348823929522e-11,8.029538482334786e-06
JXY,[0.7802771064051002],[0.7802906036376953],1.7297998985672373e-05,1.8217528772727719e-10,1.3497232595138797e-05
JXZ,[-0.0870255604078809],[-0.0870404914021492],0.00017157021682276673,2.2293458984009438e-10,1.493099426830291e-05
JYX,[0.42280951861583915],[0.42280784249305725],3.964250349398301e-06,2.8093875800101205e-12,1.6761227819017677e-06
JYY,[0.8739626067564656],[0.8739334940910339],3.3311111032259464e-05,8.475472885385392e-10,2.911266543170754e-05
JYZ,[0.041119655381228304],[0.04113607481122017],0.0003993085506101028,2.69597681257762e-10,1.6419429991865186e-05
JZX,[0.46768034181955564],[0.46766382455825806],3.531741623632574e-05,2.7281992077280993e-10,1.6517261297588348e-05
JZY,[0.45606486545824554],[0.45607611536979675],2.4667349763746106e-05,1.2656050991014613e-10,1.1249911551214353e-05
JZZ,[0.7163732339305475],[0.7163669466972351],8.77647714156249e-06,3.9529302724786783e-11,6.28723331241865e-06
