,treino,previsto,MAPE,MSE,AE
gamma1,[0.260437193601329],[0.25216710567474365],0.031754634628896355,6.83943543134527e-05,0.008270087926585346
gamma2,[0.32736701494461073],[0.3286314308643341],0.003862380331559385,1.5987476180499002e-06,0.0012644159197233718
gamma3,[0.26791084434471324],[0.26005834341049194],0.029310127230675692,6.166177092194632e-05,0.007852500934221296
gamma4,[0.10764393786564574],[0.09729071706533432],0.09618024949285718,0.00010718918094000113,0.010353220800311425
JXX,[0.3542516536005407],[0.4056389331817627],0.14505868655497392,0.002640652502758678,0.05138727958122202
JXY,[0.5698227121742216],[0.5776228904724121],0.013688780969133398,6.0842781483561475e-05,0.007800178298190463
JXZ,[0.04093231440616307],[0.09610079228878021],1.347797667514998,0.0030435609518848165,0.05516847788261714
JYX,[0.022983404986520295],[0.017911136150360107],0.2206926623420272,2.5727911146281822e-05,0.0050722688361601875
JYY,[-0.21293067414807032],[-0.19772088527679443],0.07143070829099578,0.0002313376775087878,0.015209788871275887
JYZ,[0.993633874195798],[0.9824223518371582],0.011283353607196468,0.00012569823359827922,0.011211522358639758
JZX,[-0.42127010845085855],[-0.4045521914958954],0.039684555394732736,0.0002794887473130448,0.016717916954963163
JZY,[-0.7034804136306108],[-0.6592997908592224],0.06280291805620486,0.0019519274284677183,0.044180622771388345
JZZ,[-0.47784285086888345],[-0.4585387408733368],0.040398448905210396,0.00037264866272016445,0.01930410999554666
