,treino,previsto,MAPE,MSE,AE
gamma1,[0.6306505848550839],[0.5804135203361511],0.07965911033044808,0.0025237626514794096,0.05023706451893273
gamma2,[0.5006197765650313],[0.47673630714416504],0.04770780248583283,0.0005704201115774545,0.023883469420866277
gamma3,[0.8511188349123333],[0.7415191531181335],0.12877130348723714,0.012012090249389843,0.10959968179419977
gamma4,[0.028351246084461268],[0.026973411440849304],0.04859873317409941,1.8984283051373072e-06,0.0013778346436119637
JXX,[0.598230738233454],[0.46142578125],0.22868259392259296,0.018715596255244688,0.13680495698345396
JXY,[-0.34818771187492725],[-0.2742651402950287],0.21230666407449883,0.005464546588985228,0.07392257157989857
JXZ,[-0.5190129698346531],[-0.5906897187232971],0.13810203801164894,0.005137556331245737,0.07167674888864406
JYX,[0.6451117387363627],[0.5742490291595459],0.1098456365336366,0.0050215236085682895,0.07086270957681684
JYY,[-0.7698749260257931],[-0.8076378107070923],0.04905067486252177,0.0014260354594531003,0.03776288468129918
JYZ,[-0.047526449664778925],[-0.10379257053136826],1.1838906811565861,0.003165876357373639,0.05626612086658933
JZX,[0.11578945815114117],[0.14036846160888672],0.2122732401568226,0.0006041274109758678,0.024579003457745552
JZY,[0.22266613301352445],[0.1258145123720169],0.43496341060373517,0.009380236420886489,0.09685162064150754
JZZ,[-0.7090570694820459],[-0.7736621499061584],0.09111407699708207,0.004173816416606045,0.0646050804241125
