,treino,previsto,MAPE,MSE,AE
gamma1,[0.24367290875238423],[0.26670968532562256],0.09453975286455771,0.0005306930748853022,0.023036776573238327
gamma2,[0.6032954889560167],[0.5270875692367554],0.12631939259339842,0.00580764702793738,0.07620791971926133
gamma3,[0.3705706730496453],[0.40825194120407104],0.10168443132405565,0.0014198779697257393,0.03768126815442574
gamma4,[0.4904333667289672],[0.41626840829849243],0.15122331281236265,0.005500441058994051,0.07416495843047477
JXX,[-0.8329589576928287],[-1.0272290706634521],0.23322891383354893,0.0377408767936188,0.19427011297062347
JXY,[-0.6552513842656074],[-0.578825056552887],0.11663665205130012,0.005840983567652134,0.0764263277127204
JXZ,[0.3676231008548627],[0.360955148935318],0.018138011196900342,4.4461582801360164e-05,0.0066679519195447234
JYX,[-0.6772806584499753],[-0.6435887813568115],0.04974581316152012,0.001135142582060855,0.03369187709316379
JYY,[0.8984180459228328],[0.7569022178649902],0.15751668023595966,0.020026729590896863,0.14151582805784257
JYZ,[0.6886560437412614],[0.5536609888076782],0.1960268208788173,0.01822366485652115,0.13499505493358321
JZX,[0.4847330814617574],[0.3745730221271515],0.22725921449884973,0.0121352386726039,0.11016005933460593
JZY,[-0.069108702867124],[-0.01589045114815235],0.7700658457053509,0.0028321823160238294,0.053218251718971654
JZZ,[0.654012639158295],[0.6294092535972595],0.037619128573263785,0.0006053265810649688,0.024603385561035473
