,treino,previsto,MAPE,MSE,AE
gamma1,[0.9058727273132681],[0.9057871699333191],9.444746195498132e-05,7.320065263733279e-09,8.555737994897505e-05
gamma2,[0.28867836833405236],[0.28860241174697876],0.0002631183885094735,5.7694031198693925e-09,7.595658707360009e-05
gamma3,[0.35789010838860724],[0.3578592538833618],8.62122325323475e-05,9.520004939399993e-10,3.0854505245425656e-05
gamma4,[0.30474034460297605],[0.30478742718696594],0.00015450065875336768,2.2167697151648646e-09,4.708258398988807e-05
JXX,[0.011880827540495353],[0.011911639012396336],0.0025933775905729183,9.493468007050164e-10,3.081147190098221e-05
JXY,[-0.09343057367074792],[-0.09343352168798447],3.155302510436293e-05,8.690805626984928e-12,2.9480172365481394e-06
JXZ,[0.11594165163533754],[0.11601141840219498],0.0006017403225966597,4.867401757740046e-09,6.976676685743755e-05
JYX,[-0.23155824126417013],[-0.23149597644805908],0.0002688948394629245,3.876907325342395e-09,6.226481611104617e-05
JYY,[0.6690422746144482],[0.6689158082008362],0.00018902604276374701,1.599375377188785e-08,0.00012646641361202526
JYZ,[-0.6811824865810532],[-0.6810882687568665],0.00013831510064155994,8.876998394480889e-09,9.421782418672642e-05
JZX,[-0.0993246484870236],[-0.0992697924375534],0.0005522903962490687,3.009186163476781e-09,5.485604947019773e-05
JZY,[0.5258626616390383],[0.5257858037948608],0.00014615573567798302,5.907128211603019e-09,7.685784417743591e-05
JZZ,[0.21218691768397302],[0.21219182014465332],2.3104443637765468e-05,2.403412072189279e-11,4.9024606803005355e-06
