,treino,previsto,MAPE,MSE,AE
gamma1,[0.20136711521936546],[0.14599965512752533],0.2749578054565855,0.003065555637021509,0.055367460091840126
gamma2,[0.8194173185392594],[0.6934999227523804],0.15366699353065494,0.01585519056174953,0.125917395786879
gamma3,[0.6529689056798653],[0.6323105096817017],0.031637641269693116,0.00042676932521694427,0.02065839599816366
gamma4,[0.1474309569583241],[0.13495002686977386],0.08465610171735061,0.0001557736158752783,0.012480930088550224
JXX,[-0.047683475541308695],[-0.2080312967300415],3.3627544839893604,0.02571142375997383,0.1603478211887328
JXY,[0.2604381086377703],[0.22951281070709229],0.11874336706111767,0.0009563740521011968,0.030925297930677997
JXZ,[-0.19207806086305412],[-0.10537856817245483],0.4513763430401009,0.00751680203280728,0.08669949269059929
JYX,[0.8400480253526539],[0.7726776599884033],0.08019823073325878,0.0045387661293126115,0.06737036536425056
JYY,[-0.9662967591954601],[-0.9073531031608582],0.06099953815811046,0.003474354586725466,0.05894365603460194
JYZ,[0.9752211014725047],[0.9496250748634338],0.02624638307192387,0.0006551565781722655,0.0255960266090709
JZX,[0.40822888780668243],[0.3377208113670349],0.17271701867663208,0.004971388843219177,0.07050807643964752
JZY,[0.6079899762951007],[0.571033775806427],0.060784226598394095,0.0013657607545590426,0.03695620048867365
JZZ,[0.6062115991790376],[0.5832414031028748],0.037891383317756044,0.0005276299077773647,0.022970196076162797
