,treino,previsto,MAPE,MSE,AE
gamma1,[0.966730948165597],[0.9661629796028137],0.00058751461703076,3.225882883101208e-07,0.0005679685627832942
gamma2,[0.8038946734021046],[0.8032878041267395],0.0007549114273849356,3.682903173821973e-07,0.0006068692753651295
gamma3,[0.41903060141150406],[0.4189336895942688],0.0002312762287737684,9.391900319839811e-09,9.691181723525677e-05
gamma4,[0.8718372477591566],[0.871605396270752],0.0002659343690586431,5.375511267545396e-08,0.0002318514884046552
JXX,[0.16151432986791336],[0.16178378462791443],0.001668302498121528,7.260586768723121e-08,0.0002694547600010644
JXY,[-0.5885520020378399],[-0.5880765914916992],0.0008077630260275226,2.2601518738174363e-07,0.00047541054614064215
JXZ,[0.28393873546227],[0.2836979925632477],0.000847869166672073,5.795714342966954e-08,0.00024074289902231705
JYX,[0.8929708779032515],[0.8925161957740784],0.0005091791237814174,2.067358385893842e-07,0.0004546821291731007
JYY,[-0.9175870687900451],[-0.9169831871986389],0.0006581191169166372,3.6467297643932104e-07,0.0006038815914062301
JYZ,[-0.10120076827109403],[-0.10104517638683319],0.001537457540283154,2.420883444783916e-08,0.0001555918842608417
JZX,[-0.2931088962646198],[-0.29271215200424194],0.0013535729056127067,1.574060081427552e-07,0.00039674426037783483
JZY,[-0.4241611986546143],[-0.42422419786453247],0.0001485265746088326,3.968900450310682e-09,6.299920991814645e-05
JZZ,[0.7538488993092554],[0.7542281150817871],0.0005030394988693635,1.4380460213685127e-07,0.0003792157725317491
