,treino,previsto,MAPE,MSE,AE
gamma1,[0.6489745531369242],[0.648942768573761],4.897659393512668e-05,1.0102584554765582e-09,3.178456316321743e-05
gamma2,[0.9009004917506227],[0.900805652141571],0.00010527201385733966,8.994551445070888e-09,9.483960905165567e-05
gamma3,[0.11320596465314436],[0.11321122199296951],4.6440484308904554e-05,2.7639622037095137e-11,5.257339825148755e-06
gamma4,[0.46906904778216374],[0.46911951899528503],0.00010759868586497241,2.547343353935157e-09,5.047121312129477e-05
JXX,[0.24580338977940386],[0.24588842689990997],0.0003459558494389831,7.231311863971544e-09,8.503712050611512e-05
JXY,[0.4835739785214588],[0.48349228501319885],0.0001689369401341821,6.673829291814914e-09,8.169350825992794e-05
JXZ,[0.5903871311313933],[0.5902530550956726],0.00022709850647277733,1.7976383354574978e-08,0.00013407603572068716
JYX,[0.8849005675541006],[0.8848705887794495],3.387812795060704e-05,8.987269295851898e-10,2.997877465116261e-05
JYY,[0.4797971494798614],[0.479676216840744],0.0002520495156098548,1.4624703203896442e-08,0.00012093263911738816
JYZ,[0.844649993330834],[0.8445961475372314],6.374923817880023e-05,2.899369488690499e-09,5.384579360256936e-05
JZX,[-0.9419895434327705],[-0.9419893622398376],1.9235132082207962e-07,3.2830878925613115e-14,1.8119293287988114e-07
JZY,[-0.0687546912437893],[-0.06870350241661072],0.0007445139561034266,2.620296027918858e-09,5.1188827178583196e-05
JZZ,[0.8867134339966274],[0.8866207003593445],0.00010458129281399535,8.599527483717318e-09,9.273363728290462e-05
