,treino,previsto,MAPE,MSE,AE
gamma1,[0.9291994556782153],[0.9289613962173462],0.00025619845062793337,5.667230690927599e-08,0.0002380594608690778
gamma2,[0.27411222199274377],[0.27412962913513184],6.350370757467143e-05,3.0300860611856487e-10,1.7407142388070618e-05
gamma3,[0.3666218132183866],[0.36658114194869995],0.00011093521503704761,1.6541521779245423e-09,4.067126968665402e-05
gamma4,[0.7173445069748815],[0.7172222137451172],0.00017048047148229776,1.495563404618735e-08,0.00012229322976431423
JXX,[0.09738921128764444],[0.09742651134729385],0.00038299991504445614,1.391294449849873e-09,3.730005964941441e-05
JXY,[0.5010819007713414],[0.5009526014328003],0.0002580403290202141,1.6718318947168884e-08,0.0001292993385411112
JXZ,[0.49461345881920815],[0.4944903254508972],0.00024894868126898803,1.5161826391596323e-08,0.0001231333683109348
JYX,[0.7300902479000198],[0.7300212383270264],9.452197614182358e-05,4.7623211647291565e-09,6.900957299338373e-05
JYY,[-0.42818641019276615],[-0.4281425178050995],0.00010250766166751148,1.9265416950809256e-09,4.3892387666666366e-05
JYZ,[0.9311449267290317],[0.9309839010238647],0.00017293302099880426,2.592927772451727e-08,0.00016102570516696169
JZX,[0.13348005804138263],[0.133528470993042],0.0003626980117460745,2.3438138883715384e-09,4.8412951659360104e-05
JZY,[0.4947781939171796],[0.4945501387119293],0.00046092412328187595,5.2009176641740956e-08,0.000228055205250266
JZZ,[0.5097966322719836],[0.509798526763916],3.716171925260529e-06,3.5890996820859708e-12,1.894491932441511e-06
