,treino,previsto,MAPE,MSE,AE
gamma1,[0.6068017336408379],[0.6066914796829224],0.00018169684066985197,1.21559352360393e-08,0.00011025395791552928
gamma2,[0.5812040171120031],[0.5811125040054321],0.00015745436004673452,8.37464867426821e-09,9.151310657096179e-05
gamma3,[0.15838287025480557],[0.1583809107542038],1.237192253572397e-05,3.839642608368637e-12,1.9595006017780747e-06
gamma4,[0.43066964029126864],[0.43051180243492126],0.0003664940399342468,2.4912788896334872e-08,0.0001578378563473759
JXX,[0.9120685437784988],[0.9117783904075623],0.00031812671636988763,8.418897866582515e-08,0.00029015337093651894
JXY,[0.8956549741186988],[0.8954107761383057],0.0002726473781194439,5.963265362806962e-08,0.0002441979803931016
JXZ,[-0.8868972645463826],[-0.8866422772407532],0.0002875048958008318,6.501852603216679e-08,0.0002549873056294505
JYX,[-0.8302560096821567],[-0.8299323320388794],0.0003898528158817599,1.0476721675757459e-07,0.0003236776432773425
JYY,[0.6709977562588991],[0.6707722544670105],0.00033606936801979263,5.0851058144981675e-08,0.00022550179188862707
JYZ,[0.4719399781370466],[0.4717117249965668],0.0004836486651985301,5.2099496138894075e-08,0.00022825314047980605
JZX,[0.3394608028804418],[0.33934295177459717],0.00034717146970903795,1.3888883148798177e-08,0.000117851105844613
JZY,[-0.3837270848217116],[-0.3836042881011963],0.00032001056316457007,1.507903456931139e-08,0.00012279672051529467
JZZ,[0.21188833135692486],[0.21182195842266083],0.00031324487686030877,4.405366402818075e-09,6.637293426403623e-05
