,treino,previsto
gamma1,[0.5277693445209781],[0.5533350110054016]
gamma2,[0.9678965934609308],[0.9264026880264282]
gamma3,[0.9345193264078987],[0.9747133851051331]
gamma4,[0.09292144624864485],[0.10663679242134094]
JIX,[0.7765361529049761],[0.8377673029899597]
JIY,[-0.20001120805797412],[-0.276687353849411]
JIZ,[0.17724036554846423],[0.15541963279247284]
JXI,[0.7195733470855228],[0.8027204871177673]
JYI,[-0.5429215932707987],[-0.5121512413024902]
JZI,[0.03143456804703959],[0.09274868667125702]
JXX,[0.16746097114721215],[0.20916709303855896]
JXY,[0.8943990439534582],[0.8982934355735779]
JXZ,[-0.9356372202874645],[-0.9209168553352356]
JYX,[-0.8621126594669188],[-0.8344081044197083]
JYY,[-0.35983168136833243],[-0.2656153738498688]
JYZ,[0.6501840361127005],[0.6697754859924316]
JZX,[0.6862991754840158],[0.782852828502655]
JZY,[-0.729217640330404],[-0.7925766706466675]
JZZ,[0.8390800400871314],[0.8810517191886902]
