,treino,previsto
gamma1,[0.7976834640931965],[0.7895485758781433]
gamma2,[0.6715515831338204],[0.665073573589325]
gamma3,[0.04510972210455566],[0.045026980340480804]
gamma4,[0.4658771443546851],[0.46018004417419434]
JXX,[0.9040597871742617],[0.8842306137084961]
JXY,[-0.14288133986122675],[-0.1273869276046753]
JXZ,[0.6680513959234107],[0.6661766767501831]
JYX,[0.9200527003028165],[0.9154959917068481]
JYY,[-0.9591939086411334],[-0.9549926519393921]
JYZ,[-0.9739188441020281],[-0.9492578506469727]
JZX,[-0.12798590426185763],[-0.1487228125333786]
JZY,[0.9198433596040032],[0.9030450582504272]
JZZ,[-0.09101376905350467],[-0.06691921502351761]
JIX,[0.09360310707326613],[0.09012635797262192]
JIY,[-0.751762199047689],[-0.734671413898468]
JIZ,[-0.439812774919055],[-0.41019344329833984]
JXI,[-0.13859556840738407],[-0.13033215701580048]
JYI,[-0.9662104295599947],[-0.9586975574493408]
JZI,[-0.0036095623537208965],[-0.04789493978023529]
