,treino,previsto
gamma1,[0.3821258776361548],[0.3820760250091553]
gamma2,[0.2597144974749366],[0.2597450613975525]
gamma3,[0.9030730537030369],[0.9030186533927917]
gamma4,[0.04104246726610428],[0.041057005524635315]
JIX,[-0.7093276763334386],[-0.7093058824539185]
JIY,[-0.30097748941397007],[-0.3008512854576111]
JIZ,[-0.6741283351047271],[-0.6740468740463257]
JXI,[-0.5082135837716129],[-0.5081097483634949]
JYI,[0.38476156435115083],[0.3848079442977905]
JZI,[-0.6899586608088255],[-0.68991619348526]
JXX,[-0.2981621320585077],[-0.2981851100921631]
JXY,[-0.5989112539604846],[-0.5988172888755798]
JXZ,[0.9488189626598429],[0.9486518502235413]
JYX,[-0.017848451176140756],[-0.017844941467046738]
JYY,[-0.3818888638509741],[-0.3817790150642395]
JYZ,[-0.18004349647137707],[-0.18015030026435852]
JZX,[0.6561123682325138],[0.6560186147689819]
JZY,[-0.2643523124079703],[-0.2644489109516144]
JZZ,[0.635377617060706],[0.6354425549507141]
