,treino,previsto
gamma1,[0.7976834640931965],[0.7683897018432617]
gamma2,[0.6715515831338204],[0.6758829355239868]
gamma3,[0.04510972210455566],[0.019464872777462006]
gamma4,[0.4658771443546851],[0.4488895833492279]
JIX,[0.09360310707326613],[0.12327860295772552]
JIY,[-0.751762199047689],[-0.7772399187088013]
JIZ,[-0.439812774919055],[-0.36422309279441833]
JXI,[-0.13859556840738407],[-0.17726430296897888]
JYI,[-0.9662104295599947],[-0.9429980516433716]
JZI,[-0.0036095623537208965],[-0.056015416979789734]
JXX,[0.9040597871742617],[0.8853116035461426]
JXY,[-0.14288133986122675],[-0.1853659301996231]
JXZ,[0.6680513959234107],[0.5972182154655457]
JYX,[0.9200527003028165],[0.849765419960022]
JYY,[-0.9591939086411334],[-0.9218239188194275]
JYZ,[-0.9739188441020281],[-0.9350399971008301]
JZX,[-0.12798590426185763],[-0.14590907096862793]
JZY,[0.9198433596040032],[0.9056891798973083]
JZZ,[-0.09101376905350467],[-0.011190442368388176]
