,treino,previsto
gamma1,[0.5901527546316861],[0.47263234853744507]
gamma2,[0.6068757160405743],[0.8258057832717896]
gamma3,[0.9811690850890965],[0.49214017391204834]
gamma4,[0.7428108992904813],[0.3021168112754822]
JIX,[-0.2588867178073859],[-0.4088071882724762]
JIY,[0.9003708718663839],[0.7611684799194336]
JIZ,[-0.5999070717600636],[0.1901477575302124]
JXI,[-0.4060517541652038],[-0.19415603578090668]
JYI,[-0.16375735637421673],[-0.36707836389541626]
JZI,[-0.5253895926232446],[0.40568169951438904]
JXX,[-0.3972357250361773],[-0.13079090416431427]
JXY,[0.6815276211230483],[1.3720167875289917]
JXZ,[-0.020560708179608644],[-0.07852931320667267]
JYX,[-0.8336387524805398],[-1.0401208400726318]
JYY,[0.6943414554288729],[0.6971750855445862]
JYZ,[-0.545152942348103],[-0.41559794545173645]
JZX,[0.5784393926365736],[0.2835857570171356]
JZY,[-0.8791840075310149],[-0.3440239727497101]
JZZ,[0.3181904168868892],[0.9721254110336304]
