,treino,previsto
gamma1,[0.15061642402352393],[0.15030138194561005]
gamma2,[0.6348606582851885],[0.633077085018158]
gamma3,[0.8680453071432968],[0.8655747771263123]
gamma4,[0.5231812103833013],[0.5218921899795532]
JIX,[-0.5240707458162173],[-0.5224804282188416]
JIY,[0.08845845059190371],[0.08824222534894943]
JIZ,[-0.2600896669038415],[-0.2591385245323181]
JXI,[0.20784007719238895],[0.2056085169315338]
JYI,[0.25144060821610803],[0.25051766633987427]
JZI,[-0.8689422815203738],[-0.8669812679290771]
JXX,[-0.9736640168902517],[-0.9707852005958557]
JXY,[0.67493816419292],[0.6730067133903503]
JXZ,[-0.4812919713439847],[-0.4804860055446625]
JYX,[-0.5313380779066073],[-0.5303160548210144]
JYY,[0.9912896710209256],[0.9892065525054932]
JYZ,[-0.05947298495510411],[-0.05822230875492096]
JZX,[0.6729229025487775],[0.6711809039115906]
JZY,[-0.0472935826013301],[-0.04682517796754837]
JZZ,[0.2781362810883239],[0.27825576066970825]
