,treino,previsto
gamma1,[0.32815001334865257],[0.327947199344635]
gamma2,[0.2737581923538134],[0.27389323711395264]
gamma3,[0.6737605112059536],[0.6734684705734253]
gamma4,[0.9727359863624989],[0.9721988439559937]
JIX,[-0.10972154968635439],[-0.10970496386289597]
JIY,[-0.4118230353222292],[-0.4115385413169861]
JIZ,[0.8188577481051011],[0.8183507919311523]
JXI,[-0.031387304368323043],[-0.03114563412964344]
JYI,[-0.8259080739809848],[-0.8253899812698364]
JZI,[0.4999159288187607],[0.49938181042671204]
JXX,[-0.849123527714404],[-0.8487223386764526]
JXY,[-0.5949888037030053],[-0.5948540568351746]
JXZ,[-0.8521523054463589],[-0.8516719341278076]
JYX,[0.25641529719452016],[0.2560311257839203]
JYY,[0.6850666514970689],[0.6847277283668518]
JYZ,[0.2223887601504444],[0.22249116003513336]
JZX,[-0.555055593525728],[-0.5549097657203674]
JZY,[0.6900198748973474],[0.6896804571151733]
JZZ,[0.7430289704795401],[0.7426193952560425]
