,treino,previsto
gamma1,[0.6697331158548405],[0.6670242547988892]
gamma2,[0.968985475592904],[0.9645137190818787]
gamma3,[0.8927731180625529],[0.8908390998840332]
gamma4,[0.9074960881017821],[0.9058142304420471]
JIX,[-0.5516290503053471],[-0.5513933897018433]
JIY,[0.8652805931946954],[0.8645234704017639]
JIZ,[0.8914872178362601],[0.885453999042511]
JXI,[-0.9544828513835384],[-0.9530392289161682]
JYI,[0.6938338920461884],[0.6930294036865234]
JZI,[0.42874637280803074],[0.42427659034729004]
JXX,[0.3597921523702974],[0.357985258102417]
JXY,[-0.9788509022210652],[-0.9776759743690491]
JXZ,[0.6566237432499853],[0.6525841355323792]
JYX,[-0.24347586207152738],[-0.24153883755207062]
JYY,[0.6131158903393255],[0.6096004247665405]
JYZ,[0.07210550155686524],[0.07151846587657928]
JZX,[0.5225812965223957],[0.520164430141449]
JZY,[0.45724655065782316],[0.45705699920654297]
JZZ,[-0.32218083756748106],[-0.32788753509521484]
