,treino,previsto
gamma1,[0.5692400158763194],[0.5866547226905823]
gamma2,[0.20163093417246258],[0.18180061876773834]
gamma3,[0.0707877197891501],[0.08726547658443451]
gamma4,[0.2025520288489131],[0.21114936470985413]
JIX,[0.3542516536005407],[0.42416253685951233]
JIY,[0.5698227121742216],[0.5522648692131042]
JIZ,[0.04093231440616307],[0.0068540507927536964]
JXI,[0.022983404986520295],[0.00233539380133152]
JYI,[-0.21293067414807032],[-0.19412198662757874]
JZI,[0.993633874195798],[0.9905698895454407]
JXX,[-0.42127010845085855],[-0.42900973558425903]
JXY,[-0.7034804136306108],[-0.72560715675354]
JXZ,[-0.47784285086888345],[-0.406376451253891]
JYX,[-0.479125612797342],[-0.5310519933700562]
JYY,[-0.34526597011077853],[-0.3309307098388672]
JYZ,[-0.4641783113105735],[-0.48604917526245117]
JZX,[-0.7847121242687085],[-0.7970299124717712]
JZY,[-0.3490005150854374],[-0.3328942656517029]
JZZ,[-0.37786985899715697],[-0.3720446527004242]
