,treino,previsto
gamma1,[0.5692400158763194],[0.601932942867279]
gamma2,[0.20163093417246258],[0.14804060757160187]
gamma3,[0.0707877197891501],[0.10576702654361725]
gamma4,[0.2025520288489131],[0.22439466416835785]
JIX,[0.3542516536005407],[0.5036852955818176]
JIY,[0.5698227121742216],[0.5616034865379333]
JIZ,[0.04093231440616307],[-0.04352802783250809]
JXI,[0.022983404986520295],[-0.0014859397197142243]
JYI,[-0.21293067414807032],[-0.16642342507839203]
JZI,[0.993633874195798],[1.0413542985916138]
JXX,[-0.42127010845085855],[-0.4513634145259857]
JXY,[-0.7034804136306108],[-0.7726759314537048]
JXZ,[-0.47784285086888345],[-0.35854020714759827]
JYX,[-0.479125612797342],[-0.5786359906196594]
JYY,[-0.34526597011077853],[-0.3017769157886505]
JYZ,[-0.4641783113105735],[-0.49124863743782043]
JZX,[-0.7847121242687085],[-0.8616140484809875]
JZY,[-0.3490005150854374],[-0.3350614309310913]
JZZ,[-0.37786985899715697],[-0.34011349081993103]
