,treino,previsto
gamma1,[0.9562050372570121],[1.008414387702942]
gamma2,[0.25350600496212594],[0.2544192969799042]
gamma3,[0.8935407039073096],[0.8854833841323853]
gamma4,[0.8076368242952832],[0.7856237292289734]
JIX,[-0.2769544501718497],[-0.32388854026794434]
JIY,[-0.039038668797412024],[-0.04155255854129791]
JIZ,[-0.16609474678867042],[-0.14495399594306946]
JXI,[-0.10648149243215355],[-0.06333819031715393]
JYI,[-0.1809685401002077],[-0.19608281552791595]
JZI,[0.31541165278854155],[0.27568262815475464]
JXX,[-0.48228923621984343],[-0.4920600354671478]
JXY,[0.2699918482069683],[0.2594548761844635]
JXZ,[-0.97974325274531],[-0.9361066818237305]
JYX,[-0.39591259040070836],[-0.3663443922996521]
JYY,[-0.32987329860456205],[-0.31624695658683777]
JYZ,[-0.7160989649343319],[-0.8069406151771545]
JZX,[0.4868285000638355],[0.4453849494457245]
JZY,[-0.3797834959301094],[-0.3759203851222992]
JZZ,[0.5784839871578018],[0.5757358074188232]
