,treino,previsto
gamma1,[0.5692400158763194],[0.5692331790924072]
gamma2,[0.20163093417246258],[0.20164726674556732]
gamma3,[0.0707877197891501],[0.07081256061792374]
gamma4,[0.2025520288489131],[0.2025420218706131]
JXX,[-0.42127010845085855],[-0.4211185872554779]
JXY,[-0.7034804136306108],[-0.7028571963310242]
JXZ,[-0.47784285086888345],[-0.4777224063873291]
JYX,[-0.479125612797342],[-0.4792340397834778]
JYY,[-0.34526597011077853],[-0.3452697694301605]
JYZ,[-0.4641783113105735],[-0.46460288763046265]
JZX,[-0.7847121242687085],[-0.7842837572097778]
JZY,[-0.3490005150854374],[-0.3485611379146576]
JZZ,[-0.37786985899715697],[-0.37833958864212036]
JIX,[0.3542516536005407],[0.3538492023944855]
JIY,[0.5698227121742216],[0.5692073106765747]
JIZ,[0.04093231440616307],[0.04123217985033989]
JXI,[0.022983404986520295],[0.02300078235566616]
JYI,[-0.21293067414807032],[-0.21307769417762756]
JZI,[0.993633874195798],[0.9929723143577576]
