,treino,previsto
gamma1,[0.9451939145048893],[0.9002543091773987]
gamma2,[0.4015909369106695],[0.37391629815101624]
gamma3,[0.998447005087021],[1.024237871170044]
gamma4,[0.0621927912524467],[0.06761037558317184]
JIX,[0.0439678194249864],[0.02050863206386566]
JIY,[0.6133815542373582],[0.5893317461013794]
JIZ,[0.9209895486477535],[0.9126849174499512]
JXI,[-0.420749244471069],[-0.424858957529068]
JYI,[0.5322148755959053],[0.4815410077571869]
JZI,[0.4084397336868253],[0.3488612473011017]
JXX,[0.3227661144476608],[0.3550967872142792]
JXY,[-0.7796759021655764],[-0.8184425234794617]
JXZ,[-0.9461264424189464],[-0.8883521556854248]
JYX,[-0.23165779091140504],[-0.1802687644958496]
JYY,[0.4927903923327688],[0.47569164633750916]
JYZ,[-0.495232464973556],[-0.5547986030578613]
JZX,[0.003205341136067519],[0.01356989610940218]
JZY,[-0.3651298189085006],[-0.36755627393722534]
JZZ,[0.6926556182568482],[0.6748373508453369]
