,treino,previsto
gamma1,[0.7905476817951573],[0.7381497025489807]
gamma2,[0.1667763675050825],[0.20155124366283417]
gamma3,[0.30614199209589266],[0.2498910278081894]
gamma4,[0.6286784916754126],[0.576823890209198]
JIX,[-0.3843864905324452],[-0.34286054968833923]
JIY,[0.15591575435007843],[0.3014504015445709]
JIZ,[-0.4687639291636485],[-0.39896124601364136]
JXI,[0.6157921028659785],[0.48364296555519104]
JYI,[-0.0655655579974792],[-0.15882177650928497]
JZI,[-0.3349603865251771],[-0.18403181433677673]
JXX,[0.7935051924165137],[0.7341483235359192]
JXY,[0.5848239797390551],[0.4718575179576874]
JXZ,[0.7192273898749051],[0.6521188616752625]
JYX,[0.33162747111383184],[0.20127426087856293]
JYY,[-0.6290803677731216],[-0.6743515133857727]
JYZ,[-0.22014295985639176],[-0.2526916563510895]
JZX,[-0.5211412662436052],[-0.5360429286956787]
JZY,[0.5862575754447799],[0.6801502704620361]
JZZ,[-0.9816317794849116],[-0.7816354036331177]
