,treino,previsto
gamma1,[0.11559376141555855],[0.11560825258493423]
gamma2,[0.5168944758821384],[0.5170958042144775]
gamma3,[0.9581608361848446],[0.9581400752067566]
gamma4,[0.7391495693118509],[0.7391203045845032]
JIX,[0.42468597565383703],[0.4247566759586334]
JIY,[0.6795994726237466],[0.6796614527702332]
JIZ,[-0.6348162260909651],[-0.634490966796875]
JXI,[0.9965652550359014],[0.9966893792152405]
JYI,[-0.6118090425525051],[-0.6118022799491882]
JZI,[0.34177346053199664],[0.3418894410133362]
JXX,[-0.8164267732816153],[-0.8164607882499695]
JXY,[0.5154739618114095],[0.5155593156814575]
JXZ,[-0.6973994850161125],[-0.6973709464073181]
JYX,[0.41312937860744503],[0.41307058930397034]
JYY,[0.44889865699678344],[0.4489617645740509]
JYZ,[0.5318855645166582],[0.5316888093948364]
JZX,[-0.11724448997139492],[-0.11707539111375809]
JZY,[0.7315447884951349],[0.7314574122428894]
JZZ,[0.9758178984400172],[0.9757800102233887]
