,treino,previsto
gamma1,[0.17618810428468956],[0.1761927455663681]
gamma2,[0.8508752517946389],[0.849980890750885]
gamma3,[0.8202199870687111],[0.819774866104126]
gamma4,[0.37585828567644886],[0.3759315311908722]
JXX,[-0.09362154306757531],[-0.09342775493860245]
JXY,[-0.0034555404038976167],[-0.003298821160569787]
JXZ,[-0.9616857839513044],[-0.9608631730079651]
JYX,[-0.1352223220971196],[-0.1350291669368744]
JYY,[-0.25525063835814765],[-0.2550225257873535]
JYZ,[0.704577266381706],[0.7040705680847168]
JZX,[0.09396780858201126],[0.09397470951080322]
JZY,[0.510633676509932],[0.5104592442512512]
JZZ,[-0.13186372229553167],[-0.13196644186973572]
JIX,[-0.9228963213252399],[-0.9225249886512756]
JIY,[0.3924486452741056],[0.392180472612381]
JIZ,[-0.712133557209278],[-0.711929976940155]
JXI,[-0.0749354903418249],[-0.07452921569347382]
JYI,[0.34329352823553405],[0.34308627247810364]
JZI,[0.5859025433105887],[0.5853509902954102]
