,treino,previsto
gamma1,[0.22329304317795007],[0.23751777410507202]
gamma2,[0.6127976930466994],[0.6464856266975403]
gamma3,[0.5280491597094294],[0.4949271082878113]
gamma4,[0.14082943228357703],[0.10039975494146347]
JIX,[0.2789473894406407],[0.2814926207065582]
JIY,[-0.14195803173618882],[-0.1873919665813446]
JIZ,[0.44859764131257807],[0.6053780317306519]
JXI,[-0.8675370608806985],[-0.9114972352981567]
JYI,[0.39572582339265283],[0.3517264723777771]
JZI,[-0.25013652378796336],[-0.1061922237277031]
JXX,[0.2160727927839059],[0.13453266024589539]
JXY,[-0.6598174185959966],[-0.6239635348320007]
JXZ,[-0.31086587417068134],[-0.28770899772644043]
JYX,[-0.4660733683391636],[-0.5140678882598877]
JYY,[-0.34104270306109696],[-0.3660160303115845]
JYZ,[0.4531936542370709],[0.3986310362815857]
JZX,[-0.05389867737286291],[-0.039097148925065994]
JZY,[0.9255837762933885],[0.8571946024894714]
JZZ,[0.16568282843738324],[0.3295190632343292]
