,treino,previsto
gamma1,[0.9815468966212771],[0.9795122742652893]
gamma2,[0.3455478009306905],[0.34514740109443665]
gamma3,[0.8061012059125073],[0.8011566996574402]
gamma4,[0.8892640936621313],[0.8824509382247925]
JXX,[-0.9991944506389123],[-0.995094895362854]
JXY,[0.253978106028669],[0.24918590486049652]
JXZ,[-0.5047147084859811],[-0.5044218897819519]
JYX,[0.4608889170341932],[0.4543096721172333]
JYY,[-0.13522108846137315],[-0.12744227051734924]
JYZ,[0.12017633420358953],[0.12105049192905426]
JZX,[0.08555013057215533],[0.07194453477859497]
JZY,[0.1523239673353709],[0.1480889767408371]
JZZ,[0.6546823157371506],[0.6351349949836731]
JIX,[-0.3425989589338041],[-0.3529700040817261]
JIY,[0.966427833152556],[0.9526774883270264]
JIZ,[0.918495070954692],[0.8874034285545349]
JXI,[0.8366488800851453],[0.8317925930023193]
JYI,[0.5798112643432451],[0.580379843711853]
JZI,[0.7501332473545428],[0.7270780801773071]
