,treino,previsto
gamma1,[0.5123190504571955],[0.5215809941291809]
gamma2,[0.7944608177634946],[0.8305118680000305]
gamma3,[0.6249799602888791],[0.31095054745674133]
gamma4,[0.8248125234140684],[0.05986165627837181]
JIX,[-0.24607539521922805],[0.0016466613160446286]
JIY,[0.8535770154526414],[0.7540154457092285]
JIZ,[0.6868934782644844],[0.4708516299724579]
JXI,[-0.5719084600959132],[-0.28091561794281006]
JYI,[0.7434162244908751],[1.007888674736023]
JZI,[0.2729234915013832],[0.5999031662940979]
JXX,[-0.9152157476835985],[0.06187319755554199]
JXY,[0.9059441202489178],[0.7497905492782593]
JXZ,[-0.4886326635670657],[-0.1813790649175644]
JYX,[-0.388198039461112],[-0.27806875109672546]
JYY,[-0.15183968698754158],[0.28942766785621643]
JYZ,[0.17702802805051898],[0.37542346119880676]
JZX,[-0.7512167010322528],[-0.16175025701522827]
JZY,[0.37335460974244605],[0.40613266825675964]
JZZ,[0.6644810467531526],[1.4557374715805054]
