,treino,previsto
gamma1,[0.30821956876132295],[0.43859806656837463]
gamma2,[0.4007024373711281],[0.36811453104019165]
gamma3,[0.8816498189519364],[0.7631291747093201]
gamma4,[0.012715156358592217],[-0.017947515472769737]
JIX,[-0.8504124862537785],[-0.7050155401229858]
JIY,[0.5320014716444283],[0.48789817094802856]
JIZ,[0.944187335187751],[0.8863946199417114]
JXI,[-0.16941362221762857],[0.12602022290229797]
JYI,[0.889752232974109],[0.9517693519592285]
JZI,[-0.1410672442944536],[-0.23777081072330475]
JXX,[0.24322790321746246],[0.12940651178359985]
JXY,[0.8389083130549975],[0.9389539361000061]
JXZ,[-0.5924918257624066],[-0.43215450644493103]
JYX,[-0.920518135049899],[-0.9623703360557556]
JYY,[-0.6464582042697216],[-0.855108916759491]
JYZ,[-0.9300242489872956],[-0.9288387298583984]
JZX,[-0.12107743052932629],[-0.0044228206388652325]
JZY,[-0.7539648609946157],[-0.7503791451454163]
JZZ,[-0.8089635298967284],[-0.8621151447296143]
