,treino,previsto
gamma1,[0.7680181487450805],[0.7822046875953674]
gamma2,[0.20386952877685705],[0.20794342458248138]
gamma3,[0.17846076295399127],[0.16634710133075714]
gamma4,[0.18859491417448548],[0.18319812417030334]
JIX,[-0.7086614897917394],[-0.6842178106307983]
JIY,[-0.0901459909719573],[-0.05221617594361305]
JIZ,[0.5415676113180443],[0.5581860542297363]
JXI,[0.4110264538680559],[0.39535877108573914]
JYI,[0.4639179460665115],[0.4912360608577728]
JZI,[-0.1329711302091925],[-0.1791532039642334]
JXX,[0.6000409142668555],[0.6238882541656494]
JXY,[0.0658028292851427],[0.07857875525951385]
JXZ,[-0.8396925816429961],[-0.8707370758056641]
JYX,[-0.08810823763286568],[-0.09703944623470306]
JYY,[-0.9042249670801166],[-0.8983514308929443]
JYZ,[0.865924800150101],[0.8664621710777283]
JZX,[0.8941560120058878],[0.9078108072280884]
JZY,[-0.3292984481199799],[-0.29878729581832886]
JZZ,[-0.38118814171993165],[-0.38176894187927246]
