,treino,previsto
gamma1,[0.6552766031176774],[0.6851224899291992]
gamma2,[0.7255780591443041],[0.7203477025032043]
gamma3,[0.6832371539307494],[0.6949256062507629]
gamma4,[0.546362446652179],[0.5634304881095886]
JIX,[-0.9148685728348462],[-0.9208401441574097]
JIY,[0.1793729008033076],[0.1649390161037445]
JIZ,[-0.961378377305627],[-0.9909354448318481]
JXI,[0.028252278584538937],[-0.06484385579824448]
JYI,[0.9532922726476154],[0.9725044965744019]
JZI,[-0.4195063861588373],[-0.47287654876708984]
JXX,[0.9484396940028381],[0.8796166777610779]
JXY,[0.2720623438569263],[0.21929790079593658]
JXZ,[0.7679741736944607],[0.717145562171936]
JYX,[-0.9606587459739078],[-0.9722049236297607]
JYY,[0.4712879831394312],[0.3837668299674988]
JYZ,[0.03340840209097817],[0.0537479966878891]
JZX,[0.2086912300114061],[0.23732799291610718]
JZY,[-0.24404081108889275],[-0.2373233139514923]
JZZ,[0.953946770859208],[0.8694478869438171]
