,treino,previsto
gamma1,[0.8924724586388075],[0.8835153579711914]
gamma2,[0.0695843380774609],[0.05717012286186218]
gamma3,[0.6741693556379136],[0.6795259714126587]
gamma4,[0.25039996909212603],[0.2585243582725525]
JIX,[-0.7080903986407061],[-0.7174707055091858]
JIY,[-0.6216493565570518],[-0.6310760378837585]
JIZ,[0.6782149346653983],[0.6938928365707397]
JXI,[0.08109353634994831],[0.11061298847198486]
JYI,[-0.43827709921987545],[-0.40265318751335144]
JZI,[-0.3291341864361108],[-0.3723936080932617]
JXX,[0.08661423184359096],[0.11527525633573532]
JXY,[-0.34445619760718293],[-0.335885226726532]
JXZ,[0.41979916256951233],[0.4398345649242401]
JYX,[-0.7551256135755018],[-0.7646918296813965]
JYY,[-0.2726347444165209],[-0.23920953273773193]
JYZ,[-0.4477936419037267],[-0.4363759756088257]
JZX,[0.5097123695839638],[0.5387905836105347]
JZY,[0.6724889948478261],[0.6854304075241089]
JZZ,[0.027949878810316964],[0.047393325716257095]
