,treino,previsto
gamma1,[0.149835057407401],[0.09117116779088974]
gamma2,[0.7231696718848062],[0.39392217993736267]
gamma3,[0.16751077963049055],[0.11569415032863617]
gamma4,[0.654655200922515],[0.4535358250141144]
JXX,[0.10611895139196825],[0.03759703412652016]
JXY,[-0.2329118720894543],[-0.11783753335475922]
JXZ,[0.46324841325362565],[0.2944398522377014]
JYX,[0.15285591795039477],[0.10930188000202179]
JYY,[0.562419135109645],[0.30336660146713257]
JYZ,[0.3231619447148433],[0.07359439879655838]
JZX,[0.6785960349192279],[0.3010338842868805]
JZY,[-0.12121097819798488],[-0.02605813927948475]
JZZ,[-0.6899011584123196],[-0.05924035608768463]
JIX,[-0.23795862000845713],[-0.3413529396057129]
JIY,[-0.5385616273790497],[-0.3024284839630127]
JIZ,[-0.6679265513717296],[-0.002489315113052726]
JXI,[0.8276668695454259],[0.4573732614517212]
JYI,[0.155878050571864],[0.21250218152999878]
JZI,[0.38026531463053437],[-0.13311544060707092]
