,treino,previsto
gamma1,[0.9009141618624731],[0.9386728405952454]
gamma2,[0.22983153776309395],[0.2600276470184326]
gamma3,[0.44584221367087673],[0.4268872141838074]
gamma4,[0.16676022890484743],[0.13441969454288483]
JIX,[-0.007687660399174678],[-0.12189916521310806]
JIY,[0.7135280737268923],[0.6984740495681763]
JIZ,[-0.8226115535480942],[-0.8370609283447266]
JXI,[-0.24315592595339663],[-0.10734018683433533]
JYI,[-0.901677355883151],[-0.935960590839386]
JZI,[0.29958585220893297],[0.22820402681827545]
JXX,[-0.6216283712709287],[-0.5334909558296204]
JXY,[-0.3820884662461579],[-0.3604001998901367]
JXZ,[0.6372988369628543],[0.6457915902137756]
JYX,[-0.8907656012382117],[-0.9151243567466736]
JYY,[-0.692922154771433],[-0.6965188384056091]
JYZ,[-0.397379389990171],[-0.3634204864501953]
JZX,[0.6231667131509544],[0.6552670001983643]
JZY,[-0.04911682328475431],[-0.04724287614226341]
JZZ,[0.25230496685491355],[0.31941765546798706]
