,treino,previsto
gamma1,[0.92965859608353],[0.9289137125015259]
gamma2,[0.5569854761423373],[0.5563730597496033]
gamma3,[0.3846514573686475],[0.3844580352306366]
gamma4,[0.030345543681900566],[0.030234256759285927]
JXX,[-0.1588688834408547],[-0.15841202437877655]
JXY,[-0.5381276295407358],[-0.5379505753517151]
JXZ,[-0.2506249305871704],[-0.250249445438385]
JYX,[-0.8646050641334451],[-0.8639167547225952]
JYY,[0.2864398249304285],[0.2864153981208801]
JYZ,[0.985193901863664],[0.9841480255126953]
JZX,[-0.5855663564444096],[-0.5854352116584778]
JZY,[0.5180930729616604],[0.5182360410690308]
JZZ,[-0.5781795821423887],[-0.577960193157196]
JIX,[0.9318383760498881],[0.9315577745437622]
JIY,[0.11951182799780913],[0.1202276274561882]
JIZ,[-0.05265622357871269],[-0.05271441116929054]
JXI,[0.046558950858430315],[0.04659433662891388]
JYI,[0.5353201261569036],[0.5346874594688416]
JZI,[0.9772120554889443],[0.9763989448547363]
