,treino,previsto
gamma1,[0.77529863915214],[0.7815344333648682]
gamma2,[0.34274672680843743],[0.34138911962509155]
gamma3,[0.5901025879832493],[0.5763235688209534]
gamma4,[0.1603307626513215],[0.15815502405166626]
JIX,[0.8559831317553486],[0.8224323391914368]
JIY,[-0.6539462199039121],[-0.6683048009872437]
JIZ,[0.9412578465756445],[0.8839218616485596]
JXI,[-0.5237824485830533],[-0.5060998201370239]
JYI,[-0.07049588397328099],[-0.0916760042309761]
JZI,[0.7955231915539118],[0.7639867067337036]
JXX,[-0.28845257802171864],[-0.2575051486492157]
JXY,[0.016102540300439783],[0.016380514949560165]
JXZ,[-0.676948428038167],[-0.6885697841644287]
JYX,[0.922305841157107],[0.8816171288490295]
JYY,[0.9705653285538425],[1.0057471990585327]
JYZ,[-0.6566170474147057],[-0.6220380067825317]
JZX,[-0.7544846679233637],[-0.7560781240463257]
JZY,[-0.05489607943462049],[-0.05535910278558731]
JZZ,[0.03745363680889113],[-0.001813029171898961]
