,treino,previsto
gamma1,[0.011103140095212849],[0.010921346955001354]
gamma2,[0.06936843811723081],[0.07004877179861069]
gamma3,[0.17029397548628933],[0.1701832264661789]
gamma4,[0.23062657285541344],[0.22939525544643402]
JXX,[0.8384859880845335],[0.8384276628494263]
JXY,[-0.6817044022321801],[-0.6806977987289429]
JXZ,[0.9895603626777179],[0.9880256056785583]
JYX,[-0.1740409161067018],[-0.17341551184654236]
JYY,[-0.6337030386141642],[-0.633119523525238]
JYZ,[-0.3078017914359601],[-0.30642765760421753]
JZX,[0.2615917474199978],[0.26128000020980835]
JZY,[-0.931611574528584],[-0.9303873181343079]
JZZ,[-0.22563199046343807],[-0.22521446645259857]
JIX,[0.9567097167419933],[0.9560814499855042]
JIY,[-0.8909546899790852],[-0.8898749947547913]
JIZ,[0.45132344234864985],[0.4499722719192505]
JXI,[-0.032276513351115144],[-0.03161776810884476]
JYI,[0.8834464903328145],[0.8837376832962036]
JZI,[-0.18629102358141614],[-0.18587017059326172]
