,treino,previsto
gamma1,[0.149835057407401],[0.14961141347885132]
gamma2,[0.7231696718848062],[0.7220419645309448]
gamma3,[0.16751077963049055],[0.16741403937339783]
gamma4,[0.654655200922515],[0.6538211107254028]
JXX,[0.10611895139196825],[0.1053667739033699]
JXY,[-0.2329118720894543],[-0.23189657926559448]
JXZ,[0.46324841325362565],[0.4623044431209564]
JYX,[0.15285591795039477],[0.15167324244976044]
JYY,[0.562419135109645],[0.5614473223686218]
JYZ,[0.3231619447148433],[0.32339709997177124]
JZX,[0.6785960349192279],[0.6782237887382507]
JZY,[-0.12121097819798488],[-0.12176357209682465]
JZZ,[-0.6899011584123196],[-0.6900827288627625]
JIX,[-0.23795862000845713],[-0.23760953545570374]
JIY,[-0.5385616273790497],[-0.5380204916000366]
JIZ,[-0.6679265513717296],[-0.6674491763114929]
JXI,[0.8276668695454259],[0.8267010450363159]
JYI,[0.155878050571864],[0.15516571700572968]
JZI,[0.38026531463053437],[0.3809671103954315]
