,treino,previsto
gamma1,[0.8133552610220813],[0.8130618333816528]
gamma2,[0.5073148980567306],[0.5071686506271362]
gamma3,[0.8356936602931708],[0.8357006907463074]
gamma4,[0.1828740263841231],[0.18287712335586548]
JIX,[0.598230738233454],[0.5979342460632324]
JIY,[-0.34818771187492725],[-0.34800174832344055]
JIZ,[-0.5190129698346531],[-0.519136369228363]
JXI,[0.6451117387363627],[0.6447864770889282]
JYI,[-0.7698749260257931],[-0.769600510597229]
JZI,[-0.047526449664778925],[-0.04775932803750038]
JXX,[0.11578945815114117],[0.11572123318910599]
JXY,[0.22266613301352445],[0.22231778502464294]
JXZ,[-0.7090570694820459],[-0.7087619304656982]
JYX,[0.2613011697101677],[0.26144853234291077]
JYY,[0.0012395531300626317],[0.001163237844593823]
JYZ,[0.7022376698246666],[0.7019470930099487]
JZX,[-0.9432975078310775],[-0.9429885149002075]
JZY,[0.9143518581561754],[0.9140450954437256]
JZZ,[-0.6546403051549412],[-0.6549450755119324]
