,treino,previsto
gamma1,[0.9847400031826039],[0.7825336456298828]
gamma2,[0.31455515098964815],[0.28365111351013184]
gamma3,[0.9890104295709],[1.0142486095428467]
gamma4,[0.1294383270769628],[-0.01445651613175869]
JIX,[-0.774085659647674],[-0.9283075928688049]
JIY,[-0.738295666193135],[-1.0535966157913208]
JIZ,[0.1945217804922421],[0.6607567071914673]
JXI,[-0.643909152948758],[-1.142795205116272]
JYI,[-0.7350065613100774],[-0.023955440148711205]
JZI,[-0.07180288786206579],[0.24211373925209045]
JXX,[-0.16486406011996246],[0.020418260246515274]
JXY,[-0.5733417102051386],[-0.7696499824523926]
JXZ,[-0.21664558108338805],[-0.6153234243392944]
JYX,[0.684527873325528],[0.8359875082969666]
JYY,[-0.7377955078124652],[-0.869067370891571]
JYZ,[-0.6248275905664575],[-0.19846521317958832]
JZX,[-0.9444071589857421],[-0.8675820827484131]
JZY,[-0.520225806988122],[-0.9299265742301941]
JZZ,[-0.8100296643317768],[-1.2152833938598633]
