,treino,previsto
gamma1,[0.13948974986003737],[0.1395660787820816]
gamma2,[0.163836144803976],[0.16401074826717377]
gamma3,[0.46443579215550523],[0.46399572491645813]
gamma4,[0.8613332758638482],[0.8606745004653931]
JIX,[-0.20502224603708497],[-0.20460142195224762]
JIY,[-0.6209768603323691],[-0.6200623512268066]
JIZ,[0.8048786399510626],[0.8038420081138611]
JXI,[0.25107473156469906],[0.25213995575904846]
JYI,[0.05334375453651985],[0.05414571985602379]
JZI,[0.3934534044238047],[0.3933706283569336]
JXX,[0.7049624374714418],[0.7043840289115906]
JXY,[0.37205632722347204],[0.3723158836364746]
JXZ,[-0.7289865579589982],[-0.7284474968910217]
JYX,[0.983481168032575],[0.9829419255256653]
JYY,[-0.7552620814992317],[-0.7549249529838562]
JYZ,[-0.7187700777991153],[-0.7180700302124023]
JZX,[-0.6533605986568296],[-0.6535381078720093]
JZY,[-0.17959942931413186],[-0.17930442094802856]
JZZ,[0.33965764099196205],[0.33946412801742554]
