,treino,previsto
gamma1,[0.5142391923392725],[0.514252245426178]
gamma2,[0.12719542493136293],[0.12723015248775482]
gamma3,[0.822504261347236],[0.8223429918289185]
gamma4,[0.4384186353936572],[0.43837612867355347]
JXX,[0.8672964754196031],[0.867211639881134]
JXY,[-0.2971753162130415],[-0.29711875319480896]
JXZ,[-0.11667111811504105],[-0.116456538438797]
JYX,[-0.08656606787375187],[-0.08664660900831223]
JYY,[0.848272819486878],[0.8482630252838135]
JYZ,[-0.10800306244401559],[-0.10809709876775742]
JZX,[-0.37329493047038453],[-0.3731158375740051]
JZY,[0.005433166393849609],[0.005538575351238251]
JZZ,[-0.993975301245287],[-0.99402916431427]
JIX,[0.7194568903837308],[0.7194099426269531]
JIY,[0.03055965702624408],[0.030530575662851334]
JIZ,[-0.7727784317840369],[-0.7727481126785278]
JXI,[-0.7587698727847505],[-0.7587218880653381]
JYI,[-0.3817575397810242],[-0.38181692361831665]
JZI,[0.7508252688674453],[0.7506625652313232]
