,treino,previsto
gamma1,[0.42889121166998756],[0.45422542095184326]
gamma2,[0.5341966954839735],[0.5134900808334351]
gamma3,[0.6309486332578008],[0.6154087781906128]
gamma4,[0.6325186435673117],[0.6204612851142883]
JIX,[-0.8193202914613009],[-0.7429537773132324]
JIY,[0.9012671291268881],[0.9312196969985962]
JIZ,[-0.7000578940080291],[-0.5952699780464172]
JXI,[0.47874074135255906],[0.5298208594322205]
JYI,[0.6824847918698727],[0.7461627125740051]
JZI,[0.49427390372409374],[0.4103040099143982]
JXX,[-0.39612480866150146],[-0.22490330040454865]
JXY,[-0.2967521262767605],[-0.36050763726234436]
JXZ,[0.44372522715230645],[0.48646387457847595]
JYX,[0.9312928150076802],[1.0432243347167969]
JYY,[0.32525553512517136],[0.42542287707328796]
JYZ,[0.08116241373627942],[0.027654211968183517]
JZX,[-0.22419764841343515],[-0.15161126852035522]
JZY,[-0.1885205012822757],[-0.09672778844833374]
JZZ,[0.4381917707973002],[0.6420760750770569]
