,treino,previsto
gamma1,[0.42217723868822266],[0.42218852043151855]
gamma2,[0.752277576156766],[0.7520400285720825]
gamma3,[0.8673128365846117],[0.8671023845672607]
gamma4,[0.5133662267065129],[0.5133935809135437]
JXX,[-0.49062788968221094],[-0.48996931314468384]
JXY,[-0.28781508340846984],[-0.28771719336509705]
JXZ,[-0.6434039479658533],[-0.6435848474502563]
JYX,[0.6293799732194609],[0.6290627121925354]
JYY,[-0.4119906324923841],[-0.41154053807258606]
JYZ,[0.7655460513744845],[0.7651625871658325]
JZX,[-0.852570647504473],[-0.8523632884025574]
JZY,[-0.9827666564589634],[-0.9822123050689697]
JZZ,[-0.152297208490475],[-0.15157964825630188]
JIX,[-0.5802975109269655],[-0.580353856086731]
JIY,[-0.2292041774699194],[-0.22885923087596893]
JIZ,[-0.6098793712177752],[-0.6094790101051331]
JXI,[-0.208798665868833],[-0.20853443443775177]
JYI,[0.12536156185456337],[0.12552885711193085]
JZI,[0.29162154792135575],[0.2910880744457245]
