,treino,previsto
gamma1,[0.9815468966212771],[0.9809464812278748]
gamma2,[0.3455478009306905],[0.3455581068992615]
gamma3,[0.8061012059125073],[0.8048396110534668]
gamma4,[0.8892640936621313],[0.8874826431274414]
JXX,[-0.9991944506389123],[-1.0018445253372192]
JXY,[0.253978106028669],[0.24938441812992096]
JXZ,[-0.5047147084859811],[-0.5054737329483032]
JYX,[0.4608889170341932],[0.45759817957878113]
JYY,[-0.13522108846137315],[-0.13078975677490234]
JYZ,[0.12017633420358953],[0.12480279803276062]
JZX,[0.08555013057215533],[0.07191132009029388]
JZY,[0.1523239673353709],[0.14726318418979645]
JZZ,[0.6546823157371506],[0.6322848200798035]
JIX,[-0.3425989589338041],[-0.35458433628082275]
JIY,[0.966427833152556],[0.9588537216186523]
JIZ,[0.918495070954692],[0.8950049877166748]
JXI,[0.8366488800851453],[0.8325336575508118]
JYI,[0.5798112643432451],[0.5831968784332275]
JZI,[0.7501332473545428],[0.7245550155639648]
