,treino,previsto
gamma1,[0.35803267961629326],[0.33952850103378296]
gamma2,[0.260402331953273],[0.2241872102022171]
gamma3,[0.8042812841588886],[0.7265970706939697]
gamma4,[0.6316639223416798],[0.5564797520637512]
JIX,[-0.7863429245966886],[-0.7537738084793091]
JIY,[0.40517104797371095],[0.4029347002506256]
JIZ,[0.30408404062855077],[0.17275382578372955]
JXI,[0.8807047791322358],[0.8227356672286987]
JYI,[-0.4577695468793537],[-0.5166407823562622]
JZI,[-0.48844897313392166],[-0.4036632180213928]
JXX,[0.4681187282893935],[0.40285927057266235]
JXY,[0.3169000364801515],[0.2983261048793793]
JXZ,[-0.39402405222328984],[-0.3097603917121887]
JYX,[0.36846625615391093],[0.30584976077079773]
JYY,[-0.2066527099339721],[-0.21955712139606476]
JYZ,[0.5550331757802247],[0.45034387707710266]
JZX,[-0.7632008602691229],[-0.7242234349250793]
JZY,[-0.5534677673755009],[-0.5330184102058411]
JZZ,[0.8029261725493977],[0.7430828809738159]
