,treino,previsto
gamma1,[0.11290250837191795],[0.1129145473241806]
gamma2,[0.5283496285730391],[0.5281590819358826]
gamma3,[0.8586548576898659],[0.8583542108535767]
gamma4,[0.7976692295510386],[0.7973222732543945]
JIX,[-0.170512001382642],[-0.1702806055545807]
JIY,[-0.424599654760373],[-0.4245544970035553]
JIZ,[0.6894246819607532],[0.6888669729232788]
JXI,[-0.11245795401256231],[-0.11237127333879471]
JYI,[0.05745311741676429],[0.05716946721076965]
JZI,[0.10251839349884273],[0.102348193526268]
JXX,[-0.3221938636021444],[-0.32196587324142456]
JXY,[0.2789912288854657],[0.27894386649131775]
JXZ,[0.8000753853551041],[0.8000701665878296]
JYX,[-0.8560194986251837],[-0.8557214140892029]
JYY,[0.12183085780051806],[0.12191444635391235]
JYZ,[-0.4719160020823525],[-0.4720565974712372]
JZX,[0.31134434749686246],[0.31126344203948975]
JZY,[0.24676066182700374],[0.2467452734708786]
JZZ,[-0.9085213503711735],[-0.9080088138580322]
