,treino,previsto
gamma1,[0.4494007558523254],[0.41875746846199036]
gamma2,[0.20865257233244294],[0.17012974619865417]
gamma3,[0.316903983245593],[0.2900923788547516]
gamma4,[0.9086358448961127],[0.7831008434295654]
JIX,[0.8112793523490414],[0.6128997802734375]
JIY,[0.3725083140534051],[0.3247319757938385]
JIZ,[0.5330185127252884],[0.620128333568573]
JXI,[0.8092324756265472],[0.7177413702011108]
JYI,[-0.4803451050220462],[-0.4612000584602356]
JZI,[0.2714517392119784],[0.12015988677740097]
JXX,[0.8098913893329576],[0.8613203167915344]
JXY,[0.7442607481394212],[0.7069284319877625]
JXZ,[0.14588133849844365],[0.10683013498783112]
JYX,[-0.6612438257488602],[-0.6519561409950256]
JYY,[-0.17695387591808664],[-0.2074853926897049]
JYZ,[0.9876760255546593],[0.9667544364929199]
JZX,[-0.7935044001776401],[-0.8397579789161682]
JZY,[-0.36172170230142053],[-0.2266712784767151]
JZZ,[0.9000782159070004],[0.7892787456512451]
