,treino,previsto
gamma1,[0.13948974986003737],[0.13933619856834412]
gamma2,[0.163836144803976],[0.16382548213005066]
gamma3,[0.46443579215550523],[0.4642954468727112]
gamma4,[0.8613332758638482],[0.8609986305236816]
JIX,[-0.20502224603708497],[-0.2051744908094406]
JIY,[-0.6209768603323691],[-0.6212285757064819]
JIZ,[0.8048786399510626],[0.804695188999176]
JXI,[0.25107473156469906],[0.25130462646484375]
JYI,[0.05334375453651985],[0.05351753160357475]
JZI,[0.3934534044238047],[0.3937785029411316]
JXX,[0.7049624374714418],[0.7046000957489014]
JXY,[0.37205632722347204],[0.3721168041229248]
JXZ,[-0.7289865579589982],[-0.728746235370636]
JYX,[0.983481168032575],[0.9831194281578064]
JYY,[-0.7552620814992317],[-0.7550722360610962]
JYZ,[-0.7187700777991153],[-0.718397319316864]
JZX,[-0.6533605986568296],[-0.6533704400062561]
JZY,[-0.17959942931413186],[-0.1797562837600708]
JZZ,[0.33965764099196205],[0.33957362174987793]
