,treino,previsto
gamma1,[0.5139289405222758],[0.5146299004554749]
gamma2,[0.2979079699160261],[0.2991655170917511]
gamma3,[0.5798623379994603],[0.5791347026824951]
gamma4,[0.9610460637489058],[0.9593744277954102]
JXX,[-0.0993246484870236],[-0.09459219127893448]
JXY,[0.5258626616390383],[0.5281475186347961]
JXZ,[0.21218691768397302],[0.21076317131519318]
JYX,[0.8117454546265361],[0.8095479607582092]
JYY,[-0.4226432633318953],[-0.41798385977745056]
JYZ,[-0.2842197832227855],[-0.28394681215286255]
JZX,[-0.3905193107940479],[-0.3887147307395935]
JZY,[-0.7355236768235658],[-0.7342866659164429]
JZZ,[-0.8493298111601335],[-0.8438184857368469]
JIX,[0.011880827540495353],[0.012559433467686176]
JIY,[-0.09343057367074792],[-0.08979374170303345]
JIZ,[0.11594165163533754],[0.11865092068910599]
JXI,[-0.23155824126417013],[-0.23413047194480896]
JYI,[0.6690422746144482],[0.6659535765647888]
JZI,[-0.6811824865810532],[-0.6801899671554565]
