,treino,previsto
gamma1,[0.9963436915955056],[0.9960514307022095]
gamma2,[0.0931113892655685],[0.09310714155435562]
gamma3,[0.02036645837312856],[0.020338771864771843]
gamma4,[0.9398019156431335],[0.9394848346710205]
JXX,[-0.5363952858520995],[-0.5362510085105896]
JXY,[0.5151849707900231],[0.5150508880615234]
JXZ,[-0.7051975580794432],[-0.7049978971481323]
JYX,[0.4813103978800122],[0.4811657965183258]
JYY,[0.3243333110305264],[0.32438093423843384]
JYZ,[-0.7268429513101398],[-0.7266527414321899]
JZX,[0.07132349509557745],[0.07135182619094849]
JZY,[-0.10449814012543279],[-0.10475987941026688]
JZZ,[-0.17485983364389868],[-0.17465215921401978]
JIX,[-0.9754435052040491],[-0.9750409126281738]
JIY,[-0.7752022778395284],[-0.77504962682724]
JIZ,[-0.21432527689851488],[-0.21395646035671234]
JXI,[0.3677285469065339],[0.36762452125549316]
JYI,[-0.7226181335707385],[-0.7222180366516113]
JZI,[-0.7751128742812254],[-0.7750250697135925]
