,treino,previsto
gamma1,[0.15491558217844614],[0.1473223716020584]
gamma2,[0.217104494779929],[0.23217158019542694]
gamma3,[0.07331842499805508],[0.0766029879450798]
gamma4,[0.06350515136467705],[0.05088987946510315]
JIX,[0.0963156568326593],[0.1080397441983223]
JIY,[-0.7362170732482487],[-0.7451449036598206]
JIZ,[0.4230936845360489],[0.3979770839214325]
JXI,[-0.39549988816436876],[-0.3688020706176758]
JYI,[0.8766505495505419],[0.8748139142990112]
JZI,[-0.6145633054693405],[-0.617526113986969]
JXX,[0.5239700143912078],[0.5601146221160889]
JXY,[-0.6687169051968782],[-0.6298199892044067]
JXZ,[0.9321742923082421],[0.9233121871948242]
JYX,[0.7472167858088734],[0.7909853458404541]
JYY,[-0.7849608735281186],[-0.7954724431037903]
JYZ,[0.2986329081714134],[0.28375759720802307]
JZX,[-0.5639013087412308],[-0.5900434255599976]
JZY,[0.023200803347880772],[0.012044615112245083]
JZZ,[0.7006205396143421],[0.6899003982543945]
