,treino,previsto
gamma1,[0.30821956876132295],[0.30820268392562866]
gamma2,[0.4007024373711281],[0.40063971281051636]
gamma3,[0.8816498189519364],[0.881926953792572]
gamma4,[0.012715156358592217],[0.012802287936210632]
JXX,[0.24322790321746246],[0.24344277381896973]
JXY,[0.8389083130549975],[0.8386281132698059]
JXZ,[-0.5924918257624066],[-0.5925236344337463]
JYX,[-0.920518135049899],[-0.9202980995178223]
JYY,[-0.6464582042697216],[-0.6465421915054321]
JYZ,[-0.9300242489872956],[-0.9302535653114319]
JZX,[-0.12107743052932629],[-0.12098316103219986]
JZY,[-0.7539648609946157],[-0.7539475560188293]
JZZ,[-0.8089635298967284],[-0.8089590668678284]
JIX,[-0.8504124862537785],[-0.8507667779922485]
JIY,[0.5320014716444283],[0.5316669344902039]
JIZ,[0.944187335187751],[0.9441857933998108]
JXI,[-0.16941362221762857],[-0.16959814727306366]
JYI,[0.889752232974109],[0.8898573517799377]
JZI,[-0.1410672442944536],[-0.14119179546833038]
