,treino,previsto
gamma1,[0.24226755574639336],[0.24207420647144318]
gamma2,[0.3055582060124523],[0.3057023584842682]
gamma3,[0.2523120847554935],[0.25224578380584717]
gamma4,[0.41210709911609533],[0.4119608700275421]
JIX,[-0.6109255041336379],[-0.6104311943054199]
JIY,[0.6121546029321616],[0.6120219826698303]
JIZ,[-0.25588029746786645],[-0.2568203806877136]
JXI,[0.6840539845332714],[0.6842349171638489]
JYI,[0.5925904370985218],[0.5925253629684448]
JZI,[0.1486956182422896],[0.14918610453605652]
JXX,[0.11579696496935821],[0.11536533385515213]
JXY,[-0.9168161896383005],[-0.9162377119064331]
JXZ,[0.7764692864270932],[0.7765029072761536]
JYX,[0.630126152520613],[0.6298395991325378]
JYY,[-0.2637592699233906],[-0.2644805610179901]
JYZ,[-0.8583209270734289],[-0.8577743172645569]
JZX,[-0.12423623395790906],[-0.12380478531122208]
JZY,[0.3453540669849615],[0.34508660435676575]
JZZ,[0.6439525830042963],[0.6431620121002197]
