,treino,previsto
gamma1,[0.77529863915214],[0.775062084197998]
gamma2,[0.34274672680843743],[0.3426361083984375]
gamma3,[0.5901025879832493],[0.5900272130966187]
gamma4,[0.1603307626513215],[0.16032448410987854]
JIX,[0.8559831317553486],[0.855872631072998]
JIY,[-0.6539462199039121],[-0.6533656120300293]
JIZ,[0.9412578465756445],[0.9408005475997925]
JXI,[-0.5237824485830533],[-0.5233023762702942]
JYI,[-0.07049588397328099],[-0.07019183039665222]
JZI,[0.7955231915539118],[0.7953387498855591]
JXX,[-0.28845257802171864],[-0.28831157088279724]
JXY,[0.016102540300439783],[0.015658119693398476]
JXZ,[-0.676948428038167],[-0.6767317056655884]
JYX,[0.922305841157107],[0.9218900799751282]
JYY,[0.9705653285538425],[0.970180094242096]
JYZ,[-0.6566170474147057],[-0.6565288305282593]
JZX,[-0.7544846679233637],[-0.7546105980873108]
JZY,[-0.05489607943462049],[-0.054897159337997437]
JZZ,[0.03745363680889113],[0.03717350959777832]
