,treino,previsto
gamma1,[0.8620792033230213],[0.8653232455253601]
gamma2,[0.6417943230689989],[0.6321374773979187]
gamma3,[0.6336250886311446],[0.6137584447860718]
gamma4,[0.164948954154845],[0.16269028186798096]
JIX,[-0.1579107714267074],[-0.1923547238111496]
JIY,[0.12982945963868775],[0.1615172028541565]
JIZ,[0.1162808953521044],[0.07787827402353287]
JXI,[0.17770025530371414],[0.22873857617378235]
JYI,[0.6015631527261587],[0.5943427681922913]
JZI,[0.9337535631262239],[0.8864623308181763]
JXX,[0.34522097948514796],[0.34532785415649414]
JXY,[0.6176103665600245],[0.624349057674408]
JXZ,[0.14054965261621977],[0.1961432248353958]
JYX,[-0.057005328552494294],[-0.0669146254658699]
JYY,[0.6766620402066199],[0.6878419518470764]
JYZ,[0.9918981802172229],[0.9876644611358643]
JZX,[0.14516441029200244],[0.08937881141901016]
JZY,[0.2620772322779299],[0.26657193899154663]
JZZ,[-0.8756951236202168],[-0.9333146810531616]
