,treino,previsto
gamma1,[0.13948974986003737],[0.13941337168216705]
gamma2,[0.163836144803976],[0.16386272013187408]
gamma3,[0.46443579215550523],[0.46429821848869324]
gamma4,[0.8613332758638482],[0.8612772822380066]
JXX,[0.7049624374714418],[0.7051048874855042]
JXY,[0.37205632722347204],[0.37218013405799866]
JXZ,[-0.7289865579589982],[-0.7290495038032532]
JYX,[0.983481168032575],[0.9833158850669861]
JYY,[-0.7552620814992317],[-0.7550497651100159]
JYZ,[-0.7187700777991153],[-0.7187751531600952]
JZX,[-0.6533605986568296],[-0.653282880783081]
JZY,[-0.17959942931413186],[-0.17955896258354187]
JZZ,[0.33965764099196205],[0.33971381187438965]
JIX,[-0.20502224603708497],[-0.20495903491973877]
JIY,[-0.6209768603323691],[-0.6208333373069763]
JIZ,[0.8048786399510626],[0.8048427104949951]
JXI,[0.25107473156469906],[0.2510363757610321]
JYI,[0.05334375453651985],[0.053475271910429]
JZI,[0.3934534044238047],[0.3934521973133087]
