,treino,previsto
gamma1,[0.9723752503414661],[0.8714388012886047]
gamma2,[0.3289191945502741],[0.08851346373558044]
gamma3,[0.6037845231084645],[0.5238025188446045]
gamma4,[0.6074942084317443],[0.6964306235313416]
JIX,[-0.004926862482795391],[0.3270832300186157]
JIY,[-0.4676525538549188],[-0.6010001301765442]
JIZ,[0.27482232288738184],[0.12880221009254456]
JXI,[-0.5150404916324747],[-0.5929140448570251]
JYI,[-0.053662840025089587],[0.07311426848173141]
JZI,[0.9406722982235067],[1.0520387887954712]
JXX,[-0.8296238699780065],[-0.921151340007782]
JXY,[-0.36524216496358974],[-0.373449444770813]
JXZ,[0.35288790697896677],[0.270100474357605]
JYX,[-0.8295173655407848],[-0.7742845416069031]
JYY,[-0.6933649428609245],[-0.4247947037220001]
JYZ,[0.650547699608063],[0.787334680557251]
JZX,[0.9594457052278216],[1.0900015830993652]
JZY,[-0.3613227125647036],[-0.6728565096855164]
JZZ,[-0.6220620264300913],[-0.40243014693260193]
