,treino,previsto
gamma1,[0.6556656514896784],[0.6549835205078125]
gamma2,[0.7707825372818101],[0.7700790166854858]
gamma3,[0.6486473098880531],[0.6482055187225342]
gamma4,[0.7519567103881644],[0.7512648701667786]
JIX,[0.8246867187194984],[0.8235648274421692]
JIY,[-0.011300505399674421],[-0.010744770057499409]
JIZ,[0.13160290901296068],[0.13108044862747192]
JXI,[-0.2934101986418025],[-0.2930762767791748]
JYI,[-0.7727670059828655],[-0.7707253694534302]
JZI,[-0.28923988122014976],[-0.28862878680229187]
JXX,[-0.654314601549209],[-0.654450535774231]
JXY,[-0.7562164546869965],[-0.7546960115432739]
JXZ,[-0.6778506698956863],[-0.6768883466720581]
JYX,[-0.9340598937863975],[-0.9336514472961426]
JYY,[0.10681764632445323],[0.10543487221002579]
JYZ,[-0.7618314373676482],[-0.7596067786216736]
JZX,[0.24341659002924376],[0.24229684472084045]
JZY,[-0.26427903177630796],[-0.2644662857055664]
JZZ,[0.8135483283424336],[0.8122800588607788]
