,treino,previsto
gamma1,[0.9059729815293226],[0.9056196808815002]
gamma2,[0.05882432741086607],[0.058826833963394165]
gamma3,[0.8188201278420804],[0.8190577030181885]
gamma4,[0.07460963363587747],[0.07457539439201355]
JXX,[-0.4519037210433372],[-0.45156794786453247]
JXY,[0.6206961044701675],[0.620644748210907]
JXZ,[0.3811853060773691],[0.38100191950798035]
JYX,[0.2029140774554663],[0.20295020937919617]
JYY,[0.11638009550669604],[0.11667901277542114]
JYZ,[0.322642171744002],[0.322605699300766]
JZX,[-0.709394410579794],[-0.7092478275299072]
JZY,[-0.11989041615046037],[-0.11972030997276306]
JZZ,[-0.6754653552222227],[-0.6752438545227051]
JIX,[-0.05085864262290385],[-0.05094774812459946]
JIY,[0.31494500531451064],[0.3150234818458557]
JIZ,[0.3328209422496762],[0.3328544795513153]
JXI,[-0.7147992941492645],[-0.7149240374565125]
JYI,[-0.9782791138198641],[-0.9779146909713745]
JZI,[-0.25049101587327116],[-0.25030389428138733]
