,treino,previsto
gamma1,[0.7808225146632043],[0.7796813249588013]
gamma2,[0.4458428536123128],[0.4457491934299469]
gamma3,[0.09635672042981958],[0.09641215205192566]
gamma4,[0.031698349795664105],[0.03157082200050354]
JXX,[0.3478791069281282],[0.34777963161468506]
JXY,[0.19605110908336165],[0.19673381745815277]
JXZ,[0.4292474339778447],[0.4289347529411316]
JYX,[-0.17894815197709124],[-0.17892813682556152]
JYY,[-0.2398214007224022],[-0.2396642416715622]
JYZ,[-0.20020701514138461],[-0.2007511407136917]
JZX,[-0.8548967912090066],[-0.8546443581581116]
JZY,[-0.36047022384573424],[-0.3599015176296234]
JZZ,[-0.448333704823876],[-0.44809043407440186]
JIX,[0.819538475847744],[0.8199447989463806]
JIY,[-0.41184191848264295],[-0.41141360998153687]
JIZ,[-0.08113224133756103],[-0.08110252767801285]
JXI,[-0.7272825789128776],[-0.7258642911911011]
JYI,[0.9901214406925392],[0.990117609500885]
JZI,[-0.6907120075849054],[-0.6889621019363403]
