,treino,previsto
gamma1,[0.9963436915955056],[0.9961913228034973]
gamma2,[0.0931113892655685],[0.09314720332622528]
gamma3,[0.02036645837312856],[0.020347950980067253]
gamma4,[0.9398019156431335],[0.9398316144943237]
JIX,[-0.9754435052040491],[-0.9752860069274902]
JIY,[-0.7752022778395284],[-0.7753155827522278]
JIZ,[-0.21432527689851488],[-0.21411992609500885]
JXI,[0.3677285469065339],[0.36769700050354004]
JYI,[-0.7226181335707385],[-0.7224292159080505]
JZI,[-0.7751128742812254],[-0.7750821709632874]
JXX,[-0.5363952858520995],[-0.5363212823867798]
JXY,[0.5151849707900231],[0.5151196122169495]
JXZ,[-0.7051975580794432],[-0.7050827145576477]
JYX,[0.4813103978800122],[0.48121535778045654]
JYY,[0.3243333110305264],[0.32439348101615906]
JYZ,[-0.7268429513101398],[-0.7266324162483215]
JZX,[0.07132349509557745],[0.07119565457105637]
JZY,[-0.10449814012543279],[-0.10471820086240768]
JZZ,[-0.17485983364389868],[-0.1747608631849289]
