,treino,previsto
gamma1,[0.5139289405222758],[0.5141528844833374]
gamma2,[0.2979079699160261],[0.2982921302318573]
gamma3,[0.5798623379994603],[0.5797342658042908]
gamma4,[0.9610460637489058],[0.9605646729469299]
JXX,[-0.0993246484870236],[-0.09756948798894882]
JXY,[0.5258626616390383],[0.5269862413406372]
JXZ,[0.21218691768397302],[0.211269810795784]
JYX,[0.8117454546265361],[0.8106510043144226]
JYY,[-0.4226432633318953],[-0.42144647240638733]
JYZ,[-0.2842197832227855],[-0.28348246216773987]
JZX,[-0.3905193107940479],[-0.3902500569820404]
JZY,[-0.7355236768235658],[-0.7348334789276123]
JZZ,[-0.8493298111601335],[-0.8468238115310669]
JIX,[0.011880827540495353],[0.011325598694384098]
JIY,[-0.09343057367074792],[-0.09205915778875351]
JIZ,[0.11594165163533754],[0.1174917072057724]
JXI,[-0.23155824126417013],[-0.23296959698200226]
JYI,[0.6690422746144482],[0.6688061356544495]
JZI,[-0.6811824865810532],[-0.6795859932899475]
